Temperature, Year, Month_Avg, Country, Country_Code
18.61(C) 65.49(F), 2015, Aug, Latvia, LVA
18.61(C) 65.49(F), 2015, Aug, Nepal, NPL
18.61(C) 65.5(F), 2003, Nov, Algeria, DZA
18.61(C) 65.5(F), 2002, Jan, Chad, TCD
18.61(C) 65.5(F), 2002, Jan, Yemen, YEM
18.61(C) 65.5(F), 2011, Jul, Peru, PER
18.61(C) 65.5(F), 2001, Aug, Belarus, BLR
18.61(C) 65.5(F), 2008, Sep, Spain, ESP
18.61(C) 65.51(F), 2014, Oct, Portugal, PRT
18.62(C) 65.51(F), 2016, Jul, Nepal, NPL
18.62(C) 65.51(F), 2013, May, Ukraine, UKR
18.62(C) 65.51(F), 2015, Jan, Yemen, YEM
18.62(C) 65.52(F), 2016, Sep, Turkey, TUR
18.62(C) 65.52(F), 2001, Sep, Uzbekistan, UZB
18.62(C) 65.52(F), 2003, Jun, Luxembourg, LUX
18.62(C) 65.52(F), 2003, Jun, Peru, PER
18.62(C) 65.52(F), 2004, Aug, Luxembourg, LUX
18.62(C) 65.52(F), 2000, Jun, Republic, of
18.63(C) 65.53(F), 2008, Jul, Belarus, BLR
18.63(C) 65.53(F), 2014, Apr, Syria, SYR
18.63(C) 65.54(F), 2012, Jul, France, FRA
18.63(C) 65.54(F), 2008, Aug, Belarus, BLR
18.64(C) 65.54(F), 2004, Aug, New, Caledonia
18.64(C) 65.55(F), 2012, May, Moldova, MDA
18.64(C) 65.55(F), 2012, Jan, Yemen, YEM
18.64(C) 65.55(F), 2009, Sep, Azerbaijan, AZE
18.64(C) 65.55(F), 2005, Feb, Lesotho, LSO
18.64(C) 65.55(F), 2012, Aug, Poland, POL
18.64(C) 65.55(F), 2004, Jun, Italy, ITA
18.64(C) 65.56(F), 2001, Dec, India, IND
18.64(C) 65.56(F), 2005, Aug, France, FRA
18.64(C) 65.56(F), 2015, Dec, India, IND
18.64(C) 65.56(F), 2007, Jun, Nepal, NPL
18.64(C) 65.56(F), 2008, Apr, Turkmenistan, TKM
18.64(C) 65.56(F), 2006, Jul, Bolivia, BOL
18.64(C) 65.56(F), 2015, Nov, Israel, ISR
18.65(C) 65.56(F), 2005, Jan, Yemen, YEM
18.65(C) 65.56(F), 2008, Jul, Malawi, MWI
18.65(C) 65.57(F), 2007, Jul, Rwanda, RWA
18.65(C) 65.57(F), 2010, Aug, Bolivia, BOL
18.65(C) 65.57(F), 2003, Apr, Tunisia, TUN
18.65(C) 65.57(F), 2007, Aug, Lithuania, LTU
18.65(C) 65.58(F), 2008, Jul, Poland, POL
18.65(C) 65.58(F), 2013, Jun, United, States
18.65(C) 65.58(F), 2009, Jun, Peru, PER
18.66(C) 65.58(F), 2005, Jun, Republic, of
18.66(C) 65.58(F), 2010, Jan, Lesotho, LSO
18.66(C) 65.58(F), 2009, Nov, Algeria, DZA
18.66(C) 65.58(F), 2015, Jun, France, FRA
18.66(C) 65.58(F), 2000, Nov, Kuwait, KWT
18.66(C) 65.58(F), 2004, Apr, South, Africa
18.66(C) 65.58(F), 2004, Jun, Albania, ALB
18.66(C) 65.59(F), 2007, Mar, Egypt, EGY
18.66(C) 65.59(F), 2016, Sep, Bulgaria, BGR
18.66(C) 65.59(F), 2008, Feb, India, IND
18.66(C) 65.59(F), 2014, Oct, Lebanon, LBN
18.66(C) 65.6(F), 2008, Jun, Angola, AGO
18.67(C) 65.6(F), 2006, Sep, Korea., Republic
18.67(C) 65.6(F), 2003, Aug, China, CHN
18.67(C) 65.61(F), 2008, Mar, Israel, ISR
18.67(C) 65.61(F), 2001, Jul, Germany, DEU
18.67(C) 65.61(F), 2015, Jul, Switzerland, CHE
18.67(C) 65.61(F), 2016, Aug, Bhutan, BTN
18.67(C) 65.61(F), 2011, Dec, Rwanda, RWA
18.68(C) 65.62(F), 2009, Aug, Poland, POL
18.68(C) 65.62(F), 2008, Jul, Peru, PER
18.68(C) 65.62(F), 2010, Oct, Morocco, MAR
18.68(C) 65.62(F), 2016, Mar, Egypt, EGY
18.68(C) 65.62(F), 2006, Aug, Zimbabwe, ZWE
18.68(C) 65.62(F), 2010, Jan, Bangladesh, BGD
18.68(C) 65.62(F), 2012, Jun, Andorra, AND
18.68(C) 65.62(F), 2008, Aug, China, CHN
18.68(C) 65.62(F), 2006, Apr, Uruguay, URY
18.68(C) 65.63(F), 2013, Jun, Rwanda, RWA
18.68(C) 65.63(F), 2011, Jul, Nepal, NPL
18.68(C) 65.63(F), 2011, Jul, Paraguay, PRY
18.69(C) 65.64(F), 2007, Apr, Tunisia, TUN
18.69(C) 65.64(F), 2016, Jul, Georgia, GEO
18.69(C) 65.64(F), 2010, Jul, Bhutan, BTN
18.69(C) 65.64(F), 2005, Jul, Zambia, ZMB
18.69(C) 65.65(F), 2016, Apr, Uruguay, URY
18.69(C) 65.65(F), 2007, Jul, Angola, AGO
18.7(C) 65.65(F), 2007, Aug, Poland, POL
18.7(C) 65.65(F), 2013, Aug, Belgium, BEL
18.7(C) 65.66(F), 2000, Sep, Swaziland, SWZ
18.7(C) 65.66(F), 2002, Aug, Belgium, BEL
18.7(C) 65.66(F), 2001, Jun, Korea., Democratic
18.7(C) 65.66(F), 2011, May, Bolivia, BOL
18.7(C) 65.66(F), 2001, Sep, Swaziland, SWZ
18.7(C) 65.66(F), 2004, Aug, Belarus, BLR
18.7(C) 65.67(F), 2005, Aug, Croatia, HRV
18.7(C) 65.67(F), 2001, Aug, Nepal, NPL
18.7(C) 65.67(F), 2014, Feb, Lesotho, LSO
18.7(C) 65.67(F), 2012, Aug, New, Caledonia
18.71(C) 65.67(F), 2003, Nov, Mexico, MEX
18.71(C) 65.67(F), 2001, Jun, Malawi, MWI
18.71(C) 65.67(F), 2001, Aug, Peru, PER
18.71(C) 65.67(F), 2009, May, Botswana, BWA
18.71(C) 65.67(F), 2016, Aug, Belgium, BEL
18.71(C) 65.67(F), 2006, Jun, France, FRA
18.71(C) 65.67(F), 2003, Jun, Germany, DEU
18.71(C) 65.68(F), 2011, Jun, Macedonia, MKD
18.71(C) 65.68(F), 2001, Jul, Slovakia, SVK
18.71(C) 65.68(F), 2013, Jul, Paraguay, PRY
18.71(C) 65.68(F), 2006, Dec, Rwanda, RWA
18.71(C) 65.68(F), 2015, Dec, Bangladesh, BGD
18.71(C) 65.68(F), 2005, Aug, China, CHN
18.71(C) 65.68(F), 2004, May, Zimbabwe, ZWE
18.71(C) 65.68(F), 2001, Jul, Nepal, NPL
18.71(C) 65.68(F), 2008, Jan, Myanmar, (Burma)
18.72(C) 65.69(F), 2005, Jun, Turkey, TUR
18.72(C) 65.69(F), 2013, Jun, Spain, ESP
18.72(C) 65.69(F), 2007, Oct, South, Africa
18.72(C) 65.69(F), 2009, Jun, Hungary, HUN
18.72(C) 65.69(F), 2010, Mar, Iraq, IRQ
18.72(C) 65.69(F), 2013, Dec, Vietnam, VNM
18.72(C) 65.69(F), 2010, Nov, Algeria, DZA
18.72(C) 65.69(F), 2015, Feb, Saudi, Arabia
18.72(C) 65.7(F), 2007, Jun, Slovenia, SVN
18.72(C) 65.7(F), 2015, Nov, Libya, LBY
18.72(C) 65.7(F), 2005, Jul, Malawi, MWI
18.73(C) 65.71(F), 2016, Apr, Malta, MLT
18.73(C) 65.71(F), 2016, Mar, Algeria, DZA
18.73(C) 65.71(F), 2005, Jun, Bulgaria, BGR
18.73(C) 65.71(F), 2010, Aug, Peru, PER
18.73(C) 65.72(F), 2000, Jul, Angola, AGO
18.73(C) 65.72(F), 2002, Nov, Libya, LBY
18.73(C) 65.72(F), 2000, Nov, Malta, MLT
18.73(C) 65.72(F), 2005, Sep, Turkey, TUR
18.73(C) 65.72(F), 2014, Aug, Nepal, NPL
18.74(C) 65.72(F), 2000, Jun, Zambia, ZMB
18.74(C) 65.72(F), 2004, May, Lebanon, LBN
18.74(C) 65.72(F), 2000, Jan, Yemen, YEM
18.74(C) 65.73(F), 2015, Apr, Rwanda, RWA
18.74(C) 65.73(F), 2003, Mar, Algeria, DZA
18.74(C) 65.74(F), 2005, Jan, Niger, NER
18.74(C) 65.74(F), 2001, Jan, Niger, NER
18.74(C) 65.74(F), 2004, Dec, India, IND
18.74(C) 65.74(F), 2008, Aug, Monaco, MCO
18.74(C) 65.74(F), 2003, Jun, Ukraine, UKR
18.75(C) 65.74(F), 2010, Dec, Bahamas, BHS
18.75(C) 65.74(F), 2002, Jul, New, Caledonia
18.75(C) 65.75(F), 2014, Jul, Angola, AGO
18.75(C) 65.75(F), 2006, Sep, Turkey, TUR
18.75(C) 65.75(F), 2003, Oct, Morocco, MAR
18.75(C) 65.75(F), 2001, May, Kazakhstan, KAZ
18.75(C) 65.75(F), 2012, Jun, Paraguay, PRY
18.75(C) 65.75(F), 2012, Aug, Netherlands, NLD
18.75(C) 65.75(F), 2004, Aug, Peru, PER
18.75(C) 65.75(F), 2004, Aug, Swaziland, SWZ
18.75(C) 65.76(F), 2006, Dec, India, IND
18.76(C) 65.76(F), 2000, Aug, China, CHN
18.76(C) 65.76(F), 2016, Aug, Zimbabwe, ZWE
18.76(C) 65.76(F), 2002, Feb, Bahrain, BHR
18.76(C) 65.77(F), 2002, Sep, Turkey, TUR
18.76(C) 65.77(F), 2001, Sep, Spain, ESP
18.76(C) 65.77(F), 2004, Sep, Australia, AUS
18.76(C) 65.78(F), 2014, Jan, Yemen, YEM
18.76(C) 65.78(F), 2003, Jul, Angola, AGO
18.77(C) 65.78(F), 2004, Aug, Slovenia, SVN
18.77(C) 65.78(F), 2014, Nov, Kuwait, KWT
18.77(C) 65.78(F), 2009, Jul, Mongolia, MNG
18.77(C) 65.78(F), 2002, Jan, Bangladesh, BGD
18.77(C) 65.78(F), 2010, Aug, France, FRA
18.77(C) 65.78(F), 2008, Feb, United, Arab
18.77(C) 65.78(F), 2011, Apr, Israel, ISR
18.77(C) 65.79(F), 2008, Jul, Bolivia, BOL
18.77(C) 65.79(F), 2007, Jun, Zambia, ZMB
18.77(C) 65.79(F), 2010, Apr, South, Africa
18.77(C) 65.79(F), 2003, Jun, Monaco, MCO
18.77(C) 65.79(F), 2005, Jun, Peru, PER
18.77(C) 65.79(F), 2005, Jan, Bangladesh, BGD
18.77(C) 65.79(F), 2012, Sep, Moldova, MDA
18.78(C) 65.8(F), 2002, Aug, Republic, of
18.78(C) 65.8(F), 2011, Aug, Bolivia, BOL
18.78(C) 65.8(F), 2009, Jun, Andorra, AND
18.78(C) 65.8(F), 2007, Jul, Czech, Republic
18.78(C) 65.8(F), 2012, May, Bolivia, BOL
18.78(C) 65.8(F), 2012, Oct, South, Africa
18.78(C) 65.8(F), 2004, Jun, Republic, of
18.78(C) 65.81(F), 2009, Jan, Lesotho, LSO
18.78(C) 65.81(F), 2014, Jun, Bolivia, BOL
18.78(C) 65.81(F), 2011, Mar, Libya, LBY
18.78(C) 65.81(F), 2005, Jun, Hungary, HUN
18.79(C) 65.82(F), 2005, Jan, Lesotho, LSO
18.79(C) 65.82(F), 2001, Jul, Luxembourg, LUX
18.79(C) 65.82(F), 2016, Jul, Luxembourg, LUX
18.79(C) 65.82(F), 2012, Apr, Syria, SYR
18.79(C) 65.82(F), 2015, Aug, Austria, AUT
18.79(C) 65.83(F), 2009, Apr, Jordan, JOR
18.8(C) 65.83(F), 2012, Jul, Monaco, MCO
18.8(C) 65.83(F), 2009, Jul, Czech, Republic
18.8(C) 65.83(F), 2000, Jun, Korea., Democratic
18.8(C) 65.83(F), 2009, May, Lebanon, LBN
18.8(C) 65.83(F), 2002, Aug, Slovakia, SVK
18.8(C) 65.84(F), 2004, Aug, Germany, DEU
18.8(C) 65.84(F), 2005, Mar, Egypt, EGY
18.8(C) 65.84(F), 2006, Jan, Lesotho, LSO
18.8(C) 65.84(F), 2015, Mar, Mexico, MEX
18.8(C) 65.84(F), 2016, Sep, Australia, AUS
18.8(C) 65.84(F), 2002, Jun, Malawi, MWI
18.8(C) 65.84(F), 2001, Aug, China, CHN
18.8(C) 65.84(F), 2014, Oct, Iran, IRN
18.8(C) 65.85(F), 2016, Aug, Slovenia, SVN
18.8(C) 65.85(F), 2016, Jul, Belgium, BEL
18.8(C) 65.85(F), 2003, Jun, Zambia, ZMB
18.8(C) 65.85(F), 2011, Jun, Japan, JPN
18.81(C) 65.85(F), 2005, Jun, Moldova, MDA
18.81(C) 65.85(F), 2014, Apr, Tunisia, TUN
18.81(C) 65.86(F), 2006, Jun, Republic, of
18.81(C) 65.86(F), 2004, Aug, Czech, Republic
18.81(C) 65.86(F), 2014, Jul, Slovenia, SVN
18.81(C) 65.86(F), 2003, May, Greece, GRC
18.81(C) 65.86(F), 2003, Sep, Peru, PER
18.82(C) 65.87(F), 2011, Jan, Qatar, QAT
18.82(C) 65.87(F), 2003, Apr, Israel, ISR
18.82(C) 65.87(F), 2010, Sep, Afghanistan, AFG
18.82(C) 65.87(F), 2009, Aug, China, CHN
18.82(C) 65.87(F), 2004, Nov, Libya, LBY
18.82(C) 65.87(F), 2009, Jan, India, IND
18.82(C) 65.88(F), 2005, Dec, Saudi, Arabia
18.82(C) 65.88(F), 2001, Aug, Netherlands, NLD
18.82(C) 65.88(F), 2015, Jul, Belarus, BLR
18.82(C) 65.88(F), 2014, Aug, Belarus, BLR
18.82(C) 65.88(F), 2008, Jun, Rwanda, RWA
18.83(C) 65.89(F), 2016, Aug, Botswana, BWA
18.83(C) 65.89(F), 2012, Jan, Rwanda, RWA
18.83(C) 65.89(F), 2006, Aug, Hungary, HUN
18.83(C) 65.89(F), 2013, Jun, Japan, JPN
18.83(C) 65.89(F), 2007, Jun, Korea., Democratic
18.83(C) 65.89(F), 2012, Sep, Swaziland, SWZ
18.83(C) 65.89(F), 2015, Jun, Bosnia, and
18.83(C) 65.89(F), 2012, Nov, Argentina, ARG
18.83(C) 65.9(F), 2010, Jun, Korea., Democratic
18.83(C) 65.9(F), 2004, Apr, Israel, ISR
18.83(C) 65.9(F), 2006, Jul, Bhutan, BTN
18.84(C) 65.91(F), 2006, Aug, New, Caledonia
18.84(C) 65.92(F), 2015, Jul, Zambia, ZMB
18.84(C) 65.92(F), 2006, Mar, Libya, LBY
18.84(C) 65.92(F), 2013, Apr, Burundi, BDI
18.84(C) 65.92(F), 2016, Jul, Malawi, MWI
18.84(C) 65.92(F), 2001, May, Peru, PER
18.84(C) 65.92(F), 2004, Dec, Myanmar, (Burma)
18.85(C) 65.92(F), 2005, Jun, Zimbabwe, ZWE
18.85(C) 65.92(F), 2001, Apr, Turkmenistan, TKM
18.85(C) 65.93(F), 2003, May, Australia, AUS
18.85(C) 65.93(F), 2012, May, Botswana, BWA
18.85(C) 65.93(F), 2006, Dec, Yemen, YEM
18.85(C) 65.93(F), 2001, Jun, Bulgaria, BGR
18.85(C) 65.93(F), 2007, Jul, Nepal, NPL
18.85(C) 65.94(F), 2016, Feb, Saudi, Arabia
18.85(C) 65.94(F), 2004, Aug, Poland, POL
18.85(C) 65.94(F), 2009, Sep, Italy, ITA
18.86(C) 65.94(F), 2008, Jul, Georgia, GEO
18.86(C) 65.94(F), 2011, Jun, Belarus, BLR
18.86(C) 65.94(F), 2007, Aug, Zimbabwe, ZWE
18.86(C) 65.94(F), 2006, Apr, Israel, ISR
18.86(C) 65.94(F), 2004, Aug, United, States
18.86(C) 65.95(F), 2003, Jul, Paraguay, PRY
18.86(C) 65.95(F), 2002, Jan, Sudan, SDN
18.86(C) 65.96(F), 2016, Jun, Bosnia, and
18.87(C) 65.96(F), 2009, Sep, Republic, of
18.87(C) 65.96(F), 2007, Jun, Angola, AGO
18.87(C) 65.96(F), 2006, Jan, United, Arab
18.87(C) 65.97(F), 2008, Feb, Myanmar, (Burma)
18.87(C) 65.97(F), 2007, Jan, Laos, LAO
18.87(C) 65.97(F), 2004, Aug, Netherlands, NLD
18.87(C) 65.97(F), 2002, Aug, Netherlands, NLD
18.87(C) 65.97(F), 2010, Aug, Nepal, NPL
18.87(C) 65.97(F), 2013, May, Australia, AUS
18.87(C) 65.97(F), 2014, Aug, Zimbabwe, ZWE
18.88(C) 65.98(F), 2011, Jun, Zambia, ZMB
18.88(C) 65.98(F), 2004, Jun, Andorra, AND
18.88(C) 65.98(F), 2013, Jul, Belarus, BLR
18.88(C) 65.98(F), 2012, Jun, Republic, of
18.88(C) 65.98(F), 2000, Feb, India, IND
18.88(C) 65.99(F), 2007, Sep, Peru, PER
18.88(C) 65.99(F), 2006, Jun, Albania, ALB
18.88(C) 65.99(F), 2015, Aug, China, CHN
18.88(C) 65.99(F), 2013, Jul, Nepal, NPL
18.88(C) 65.99(F), 2015, Apr, Tunisia, TUN
18.88(C) 65.99(F), 2009, Jul, Bhutan, BTN
18.89(C) 66.0(F), 2012, Jul, Czech, Republic
18.89(C) 66.0(F), 2011, Oct, South, Africa
18.89(C) 66.0(F), 2006, Jun, Andorra, AND
18.89(C) 66.0(F), 2005, Jul, Lithuania, LTU
18.89(C) 66.0(F), 2010, Sep, Australia, AUS
18.89(C) 66.0(F), 2016, Dec, India, IND
18.89(C) 66.0(F), 2004, Jan, Bahrain, BHR
18.89(C) 66.01(F), 2014, Jun, Andorra, AND
18.89(C) 66.01(F), 2006, Jul, Nepal, NPL
18.89(C) 66.01(F), 2014, Sep, Andorra, AND
18.89(C) 66.01(F), 2006, May, Zimbabwe, ZWE
18.9(C) 66.01(F), 2015, Sep, Spain, ESP
18.9(C) 66.01(F), 2002, Jun, Slovenia, SVN
18.9(C) 66.01(F), 2015, Jun, United, States
18.9(C) 66.01(F), 2004, Jul, New, Caledonia
18.9(C) 66.02(F), 2007, Aug, Nepal, NPL
18.9(C) 66.02(F), 2012, May, Afghanistan, AFG
18.9(C) 66.02(F), 2010, Aug, Poland, POL
18.9(C) 66.02(F), 2012, May, Azerbaijan, AZE
18.9(C) 66.02(F), 2013, Nov, Libya, LBY
18.9(C) 66.02(F), 2005, Jul, Slovenia, SVN
18.91(C) 66.03(F), 2014, Aug, Peru, PER
18.91(C) 66.03(F), 2002, Jul, Czech, Republic
18.91(C) 66.03(F), 2009, Jul, Peru, PER
18.91(C) 66.04(F), 2014, Jul, Paraguay, PRY
18.91(C) 66.04(F), 2009, Aug, United, States
18.91(C) 66.04(F), 2006, May, Lebanon, LBN
18.91(C) 66.04(F), 2008, Jul, Angola, AGO
18.91(C) 66.04(F), 2009, Jun, Romania, ROU
18.91(C) 66.04(F), 2009, Dec, India, IND
18.91(C) 66.04(F), 2012, Jun, Malawi, MWI
18.91(C) 66.04(F), 2000, Dec, Rwanda, RWA
18.91(C) 66.04(F), 2016, Jun, Peru, PER
18.91(C) 66.05(F), 2015, Aug, Netherlands, NLD
18.91(C) 66.05(F), 2003, Aug, Nepal, NPL
18.92(C) 66.05(F), 2013, Feb, Lesotho, LSO
18.92(C) 66.05(F), 2013, May, Moldova, MDA
18.92(C) 66.05(F), 2009, Jun, Italy, ITA
18.92(C) 66.06(F), 2003, Jul, Finland, FIN
18.92(C) 66.06(F), 2004, Sep, Turkey, TUR
18.92(C) 66.06(F), 2010, Jun, Italy, ITA
18.92(C) 66.06(F), 2013, Oct, South, Africa
18.92(C) 66.06(F), 2010, Jul, Malawi, MWI
18.92(C) 66.06(F), 2005, Jun, Albania, ALB
18.92(C) 66.06(F), 2015, Jan, Niger, NER
18.93(C) 66.07(F), 2008, Apr, Cyprus, CYP
18.93(C) 66.07(F), 2015, Mar, Libya, LBY
18.93(C) 66.07(F), 2003, Mar, Mexico, MEX
18.93(C) 66.07(F), 2002, Jun, Nepal, NPL
18.93(C) 66.07(F), 2001, Jul, Belgium, BEL
18.93(C) 66.07(F), 2000, Sep, Turkey, TUR
18.93(C) 66.08(F), 2009, Aug, Netherlands, NLD
18.93(C) 66.08(F), 2015, Jul, Paraguay, PRY
18.94(C) 66.08(F), 2004, Jul, France, FRA
18.94(C) 66.08(F), 2000, Dec, Bahrain, BHR
18.94(C) 66.08(F), 2006, Dec, Niger, NER
18.94(C) 66.08(F), 2015, Mar, Argentina, ARG
18.94(C) 66.09(F), 2000, Jul, New, Caledonia
18.94(C) 66.09(F), 2015, Aug, New, Caledonia
18.94(C) 66.09(F), 2013, Jun, Croatia, HRV
18.94(C) 66.09(F), 2013, May, Morocco, MAR
18.94(C) 66.09(F), 2014, Jul, Malawi, MWI
18.94(C) 66.1(F), 2016, Aug, Nepal, NPL
18.95(C) 66.11(F), 2011, Aug, Czech, Republic
18.95(C) 66.11(F), 2016, Jul, Germany, DEU
18.95(C) 66.11(F), 2007, Nov, Libya, LBY
18.95(C) 66.11(F), 2006, Jul, Estonia, EST
18.95(C) 66.11(F), 2007, Jun, Rwanda, RWA
18.95(C) 66.11(F), 2012, Jun, Angola, AGO
18.95(C) 66.11(F), 2008, Mar, Mexico, MEX
18.95(C) 66.12(F), 2015, Jun, Nepal, NPL
18.95(C) 66.12(F), 2013, Oct, Syria, SYR
18.95(C) 66.12(F), 2001, Jul, New, Caledonia
18.96(C) 66.12(F), 2007, Jun, Republic, of
18.96(C) 66.12(F), 2002, Sep, Portugal, PRT
18.96(C) 66.12(F), 2012, Jun, Slovenia, SVN
18.96(C) 66.12(F), 2002, Aug, China, CHN
18.96(C) 66.12(F), 2005, Jun, Croatia, HRV
18.96(C) 66.12(F), 2015, Jan, Laos, LAO
18.96(C) 66.13(F), 2010, Jun, Peru, PER
18.96(C) 66.13(F), 2001, Jan, Myanmar, (Burma)
18.96(C) 66.13(F), 2007, Jun, Japan, JPN
18.96(C) 66.13(F), 2002, Dec, India, IND
18.96(C) 66.13(F), 2000, Apr, Uruguay, URY
18.96(C) 66.13(F), 2013, May, Greece, GRC
18.96(C) 66.13(F), 2004, Aug, Republic, of
18.96(C) 66.14(F), 2008, Dec, Laos, LAO
18.96(C) 66.14(F), 2013, May, Botswana, BWA
18.96(C) 66.14(F), 2001, Nov, Egypt, EGY
18.97(C) 66.14(F), 2002, Apr, Tunisia, TUN
18.97(C) 66.14(F), 2003, Aug, Georgia, GEO
18.97(C) 66.14(F), 2001, Aug, Germany, DEU
18.97(C) 66.14(F), 2010, Aug, Latvia, LVA
18.97(C) 66.14(F), 2006, Oct, Lebanon, LBN
18.97(C) 66.14(F), 2013, Jun, Malawi, MWI
18.97(C) 66.14(F), 2011, Jun, Turkey, TUR
18.97(C) 66.15(F), 2014, Jul, Republic, of
18.97(C) 66.15(F), 2014, Dec, Myanmar, (Burma)
18.97(C) 66.15(F), 2001, Sep, Japan, JPN
18.97(C) 66.15(F), 2008, Mar, Algeria, DZA
18.97(C) 66.15(F), 2001, May, Lebanon, LBN
18.97(C) 66.15(F), 2012, Oct, Iran, IRN
18.97(C) 66.15(F), 2014, May, Azerbaijan, AZE
18.97(C) 66.15(F), 2015, Sep, Japan, JPN
18.98(C) 66.16(F), 2005, May, Swaziland, SWZ
18.98(C) 66.16(F), 2003, Jan, United, Arab
18.98(C) 66.16(F), 2003, Jul, Netherlands, NLD
18.98(C) 66.16(F), 2015, Nov, Rwanda, RWA
18.98(C) 66.16(F), 2013, Aug, Czech, Republic
18.98(C) 66.16(F), 2007, Jul, New, Caledonia
18.98(C) 66.16(F), 2011, Nov, Argentina, ARG
18.98(C) 66.16(F), 2012, May, Swaziland, SWZ
18.98(C) 66.17(F), 2006, Sep, Swaziland, SWZ
18.98(C) 66.17(F), 2006, Jun, Ukraine, UKR
18.98(C) 66.17(F), 2014, Jul, Nepal, NPL
18.98(C) 66.17(F), 2014, May, Bolivia, BOL
18.99(C) 66.18(F), 2016, Jul, Peru, PER
18.99(C) 66.18(F), 2014, Jan, Vietnam, VNM
18.99(C) 66.18(F), 2011, Jun, Bosnia, and
18.99(C) 66.18(F), 2010, Jun, Albania, ALB
18.99(C) 66.18(F), 2008, Mar, Pakistan, PAK
18.99(C) 66.18(F), 2005, Aug, Nepal, NPL
18.99(C) 66.18(F), 2000, Jul, Andorra, AND
18.99(C) 66.18(F), 2004, Aug, Monaco, MCO
19.0(C) 66.19(F), 2007, Jul, Burundi, BDI
19.0(C) 66.19(F), 2001, Aug, Luxembourg, LUX
19.0(C) 66.19(F), 2016, Jun, Malawi, MWI
19.0(C) 66.2(F), 2002, Jun, Ukraine, UKR
19.0(C) 66.2(F), 2010, Jun, Romania, ROU
19.0(C) 66.2(F), 2012, Aug, Germany, DEU
19.0(C) 66.21(F), 2000, Aug, Czech, Republic
19.01(C) 66.21(F), 2009, Apr, Uruguay, URY
19.01(C) 66.21(F), 2014, Feb, India, IND
19.01(C) 66.21(F), 2007, Feb, Bahrain, BHR
19.01(C) 66.21(F), 2006, Jun, Croatia, HRV
19.01(C) 66.21(F), 2014, Sep, Turkey, TUR
19.01(C) 66.22(F), 2016, Aug, Namibia, NAM
19.01(C) 66.22(F), 2013, Aug, Poland, POL
19.01(C) 66.22(F), 2006, Sep, Italy, ITA
19.01(C) 66.22(F), 2002, Jul, Georgia, GEO
19.01(C) 66.22(F), 2015, Dec, Qatar, QAT
19.01(C) 66.22(F), 2011, Sep, Andorra, AND
19.01(C) 66.23(F), 2007, Jan, Lesotho, LSO
19.02(C) 66.23(F), 2003, Feb, Lesotho, LSO
19.02(C) 66.24(F), 2003, Jul, Czech, Republic
19.02(C) 66.24(F), 2015, May, Bolivia, BOL
19.02(C) 66.24(F), 2011, Aug, Peru, PER
19.02(C) 66.24(F), 2009, Aug, Bolivia, BOL
19.02(C) 66.24(F), 2003, Dec, Argentina, ARG
19.02(C) 66.24(F), 2007, Jun, Paraguay, PRY
19.02(C) 66.24(F), 2002, Aug, United, States
19.02(C) 66.24(F), 2003, May, Republic, of
19.03(C) 66.25(F), 2004, Jul, Mongolia, MNG
19.03(C) 66.25(F), 2003, Jun, Nepal, NPL
19.03(C) 66.25(F), 2006, Jun, Peru, PER
19.03(C) 66.25(F), 2009, Aug, Nepal, NPL
19.03(C) 66.26(F), 2013, Aug, New, Caledonia
19.03(C) 66.26(F), 2005, Aug, Swaziland, SWZ
19.03(C) 66.26(F), 2008, Dec, Yemen, YEM
19.03(C) 66.26(F), 2002, Aug, Peru, PER
19.04(C) 66.27(F), 2003, Jul, Slovakia, SVK
19.04(C) 66.27(F), 2003, May, Hungary, HUN
19.04(C) 66.27(F), 2001, Aug, Poland, POL
19.04(C) 66.27(F), 2012, Jan, United, Arab
19.04(C) 66.27(F), 2009, Jun, Albania, ALB
19.04(C) 66.27(F), 2011, Apr, Uruguay, URY
19.04(C) 66.27(F), 2014, Feb, United, Arab
19.04(C) 66.27(F), 2013, May, Bolivia, BOL
19.04(C) 66.27(F), 2010, Mar, Argentina, ARG
19.04(C) 66.28(F), 2003, Jul, Madagascar, MDG
19.05(C) 66.28(F), 2011, May, Swaziland, SWZ
19.05(C) 66.28(F), 2008, Aug, France, FRA
19.05(C) 66.28(F), 2016, Jun, Nepal, NPL
19.05(C) 66.28(F), 2002, Aug, Andorra, AND
19.05(C) 66.28(F), 2004, Jun, Madagascar, MDG
19.05(C) 66.29(F), 2006, Jul, Peru, PER
19.05(C) 66.29(F), 2015, Sep, Albania, ALB
19.05(C) 66.29(F), 2000, Jun, Romania, ROU
19.05(C) 66.29(F), 2009, Jul, Belarus, BLR
19.05(C) 66.29(F), 2011, Feb, Bahrain, BHR
19.05(C) 66.29(F), 2007, Jun, Spain, ESP
19.05(C) 66.3(F), 2005, Aug, Botswana, BWA
19.05(C) 66.3(F), 2012, Sep, Korea., Republic
19.05(C) 66.3(F), 2011, Oct, Rwanda, RWA
19.06(C) 66.3(F), 2013, Jun, Paraguay, PRY
19.06(C) 66.3(F), 2004, Jun, Turkey, TUR
19.06(C) 66.3(F), 2005, Dec, Peru, PER
19.06(C) 66.3(F), 2009, Jun, Republic, of
19.06(C) 66.31(F), 2008, Aug, United, States
19.06(C) 66.31(F), 2016, Jun, United, States
